"Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,ESG_Score,Renewable_Energy_Percent,Ethical_Sourcing_Score,Circularity_Index,Employee_Welfare_Score"
"BRAND-0156,Brand_156,UK,2020,A,Vegan Leather,No,31.91,4646796.22,79534.87,Yes,16,169.93,Stable,,61.28,71.23,90.04,77.78,71.07"
"BRAND-0157,Brand_157,Japan,2011,B,Vegan Leather,No,58.51,4706391.87,10851.45,No,9,257.12,Stable,OEKO-TEX,99.99,23.86,58.37,79.42,61.09"
"BRAND-0158,Brand_158,Australia,2014,B,Hemp,Yes,433.37,2343266.44,65630.52,Yes,6,391.94,Stable,,79.11,34.3,50.7,81.7,100.0"
"BRAND-0159,Brand_159,France,2015,C,Bamboo Fabric,Yes,321.76,768139.01,45242.69,No,6,391.85,Growing,OEKO-TEX,54.13,59.06,66.52,42.03,35.83"
"BRAND-0160,Brand_160,Australia,2014,A,Tencel,No,72.99,3543945.17,78175.07,No,6,163.77,Stable,B Corp,81.85,74.67,68.12,50.84,67.75"
"BRAND-0161,Brand_161,Germany,2012,C,Tencel,Yes,268.11,3333587.49,55919.39,Yes,2,302.43,Growing,OEKO-TEX,57.38,15.15,76.23,42.77,35.73"
"BRAND-0162,Brand_162,Italy,2019,B,Tencel,No,367.23,4428538.42,16475.73,Yes,15,404.96,Stable,GOTS,83.81,44.29,56.02,72.9,58.65"
"BRAND-0163,Brand_163,Brazil,2017,A,Recycled Polyester,Yes,484.3,4159619.25,33831.46,Yes,12,335.24,Stable,B Corp,89.38,54.23,83.44,61.66,39.08"
"BRAND-0164,Brand_164,Italy,2011,B,Recycled Polyester,No,133.6,2337641.56,48998.42,Yes,5,488.56,Growing,,59.69,45.75,74.78,76.38,100.0"
"BRAND-0165,Brand_165,France,2014,B,Tencel,Yes,464.76,2823867.02,90445.27,No,5,260.76,Stable,B Corp,86.45,0.0,63.87,77.25,61.96"
"BRAND-0166,Brand_166,Australia,2011,B,Recycled Polyester,Yes,356.35,4216320.08,80380.67,Yes,13,333.25,Declining,,78.19,59.02,57.18,20.45,64.41"
"BRAND-0167,Brand_167,USA,2022,A,Vegan Leather,No,49.09,1488899.49,34403.32,Yes,16,63.14,Stable,OEKO-TEX,84.33,81.43,66.67,82.02,67.27"
"BRAND-0168,Brand_168,UK,2011,B,Hemp,Yes,376.08,2280369.67,41246.45,No,7,29.87,Growing,Fair Trade,100.0,50.57,55.3,74.02,48.75"
"BRAND-0169,Brand_169,Australia,2020,B,Organic Cotton,No,112.55,4600761.17,24615.69,Yes,8,42.43,Declining,GOTS,68.32,25.32,71.05,47.62,85.94"
"BRAND-0170,Brand_170,Australia,2014,B,Recycled Polyester,Yes,194.09,2297024.64,30322.01,Yes,15,403.2,Growing,B Corp,60.69,36.71,71.54,62.0,78.88"
"BRAND-0171,Brand_171,Brazil,2014,B,Hemp,No,310.24,3058443.05,71771.27,Yes,14,356.61,Growing,GOTS,58.66,86.94,74.71,52.53,83.6"
"BRAND-0172,Brand_172,UK,2020,A,Hemp,No,69.18,4615188.71,72036.31,Yes,10,493.65,Stable,,59.76,68.02,100.0,67.32,47.29"
"BRAND-0173,Brand_173,France,2023,B,Vegan Leather,No,171.53,4349678.82,6898.77,Yes,15,121.78,Declining,GOTS,70.84,62.08,67.62,47.57,87.3"
"BRAND-0174,Brand_174,Brazil,2014,A,Tencel,No,291.16,2529574.61,71591.58,No,3,92.83,Growing,,77.12,55.84,88.08,64.58,85.34"
"BRAND-0175,Brand_175,Italy,2015,B,Bamboo Fabric,No,94.76,76517.96,23062.35,No,20,199.48,Growing,Fair Trade,76.15,33.45,74.13,56.35,64.05"
"BRAND-0176,Brand_176,Japan,2013,B,Organic Cotton,No,147.84,4602705.14,45328.91,No,7,379.7,Growing,GOTS,84.41,43.59,65.71,46.36,83.22"
"BRAND-0177,Brand_177,USA,2013,B,Organic Cotton,No,236.5,3297390.45,47502.47,Yes,3,276.06,Growing,GOTS,72.2,46.29,67.86,58.8,72.64"
"BRAND-0178,Brand_178,UK,2022,A,Hemp,No,274.42,2911175.45,72056.77,Yes,20,384.5,Growing,GOTS,93.8,60.09,68.94,100.0,40.9"
"BRAND-0179,Brand_179,France,2016,B,Hemp,Yes,229.15,2277871.36,63581.26,No,8,478.28,Growing,GOTS,68.03,81.2,75.04,41.29,64.89"
"BRAND-0180,Brand_180,Brazil,2016,A,Bamboo Fabric,No,319.19,4776451.8,63171.25,No,14,217.05,Growing,,100.0,72.6,52.73,50.0,59.81"
"BRAND-0181,Brand_181,USA,2018,C,Tencel,No,198.51,3475752.19,28061.1,No,1,238.91,Growing,,81.39,16.77,43.62,41.64,69.45"
"BRAND-0182,Brand_182,France,2022,B,Organic Cotton,Yes,40.01,3984337.24,28204.78,Yes,7,147.02,Stable,GOTS,59.14,52.93,81.78,43.74,85.36"
"BRAND-0183,Brand_183,Italy,2021,B,Bamboo Fabric,Yes,380.3,4427311.21,47574.38,No,17,143.81,Growing,OEKO-TEX,55.94,64.21,86.17,71.32,40.1"
"BRAND-0184,Brand_184,USA,2024,A,Bamboo Fabric,Yes,295.12,3964493.5,42549.18,Yes,18,126.87,Declining,B Corp,79.24,61.61,83.42,69.32,60.46"
"BRAND-0185,Brand_185,China,2018,B,Organic Cotton,Yes,1.33,3407000.65,96799.08,Yes,11,163.85,Growing,GOTS,68.65,34.16,72.79,54.88,54.03"
"BRAND-0186,Brand_186,Japan,2010,A,Bamboo Fabric,Yes,344.71,406930.47,79639.11,No,10,348.21,Declining,Fair Trade,82.71,100.0,83.81,75.53,54.76"
"BRAND-0187,Brand_187,Australia,2024,B,Hemp,No,402.76,1982948.35,34682.73,No,18,115.44,Growing,GOTS,79.1,19.9,82.84,70.87,54.01"
"BRAND-0188,Brand_188,Brazil,2016,B,Organic Cotton,Yes,307.52,3731017.24,59023.01,No,7,142.07,Growing,B Corp,70.91,24.17,84.18,51.75,69.16"
"BRAND-0189,Brand_189,Japan,2010,C,Vegan Leather,No,378.19,1315561.96,43522.71,No,20,90.6,Declining,OEKO-TEX,59.3,53.14,54.53,24.32,76.89"
"BRAND-0190,Brand_190,Germany,2022,B,Recycled Polyester,No,92.96,858534.76,10347.49,Yes,16,472.99,Declining,GOTS,49.28,94.57,50.25,71.6,73.92"
"BRAND-0191,Brand_191,India,2018,B,Bamboo Fabric,Yes,128.26,209134.71,14174.67,No,13,258.78,Declining,Fair Trade,65.3,29.6,63.01,58.39,71.16"
"BRAND-0192,Brand_192,Brazil,2017,B,Tencel,No,409.84,3747225.25,29074.79,Yes,15,27.48,Declining,OEKO-TEX,84.85,42.15,69.69,55.44,78.57"
"BRAND-0193,Brand_193,Australia,2012,A,Hemp,No,429.34,54484.49,17209.58,No,9,49.76,Declining,GOTS,75.21,71.7,65.65,45.68,100.0"
"BRAND-0194,Brand_194,India,2017,C,Organic Cotton,Yes,229.33,4895683.9,96516.5,Yes,12,82.9,Stable,Fair Trade,53.31,47.61,36.22,69.89,70.31"
"BRAND-0195,Brand_195,China,2023,A,Bamboo Fabric,Yes,431.56,4947047.2,76475.84,No,11,448.79,Growing,GOTS,74.6,40.64,100.0,61.97,85.36"
"BRAND-0196,Brand_196,Japan,2019,B,Vegan Leather,No,463.02,3119576.1,97898.86,Yes,14,313.25,Growing,B Corp,77.78,60.44,65.07,50.26,84.39"
"BRAND-0197,Brand_197,France,2017,B,Hemp,No,132.8,2190634.28,46682.86,Yes,14,305.89,Declining,,58.74,54.0,73.11,30.49,98.22"
"BRAND-0198,Brand_198,Brazil,2018,A,Vegan Leather,Yes,316.26,1723552.02,27806.8,Yes,6,452.27,Declining,B Corp,74.31,70.67,92.4,76.36,77.53"
"BRAND-0199,Brand_199,Germany,2016,B,Vegan Leather,No,441.9,3897505.37,58605.69,Yes,16,359.87,Declining,B Corp,72.87,76.41,27.79,67.1,53.65"
"BRAND-0200,Brand_200,Australia,2018,B,Recycled Polyester,No,223.54,252971.31,39162.98,Yes,5,79.29,Declining,,54.86,54.75,60.79,60.11,73.18"
"BRAND-0201,Brand_201,Italy,2022,B,Hemp,No,207.42,3206140.55,82538.61,Yes,14,119.34,Declining,Fair Trade,77.37,54.42,63.03,1.86,72.27"
"BRAND-0202,Brand_202,Australia,2017,B,Recycled Polyester,Yes,439.75,194696.6,71979.02,Yes,3,439.24,Declining,,80.41,52.71,63.95,54.24,81.86"
"BRAND-0203,Brand_203,UK,2016,B,Bamboo Fabric,No,215.83,3252720.54,41294.92,No,11,406.32,Declining,GOTS,88.25,58.76,66.88,50.18,53.15"
"BRAND-0204,Brand_204,India,2014,A,Tencel,Yes,85.62,4575682.55,66804.49,Yes,16,380.6,Declining,GOTS,87.81,49.21,96.05,42.63,89.53"
"BRAND-0205,Brand_205,Italy,2012,B,Tencel,No,45.97,3431078.72,42577.35,Yes,14,129.51,Declining,OEKO-TEX,51.33,47.99,82.12,70.08,68.09"
"BRAND-0206,Brand_206,UK,2015,A,Hemp,Yes,113.24,3792173.73,20182.93,No,11,195.67,Stable,GOTS,57.93,74.33,87.24,69.3,82.27"
"BRAND-0207,Brand_207,China,2023,A,Recycled Polyester,Yes,135.93,4604643.49,21353.76,No,17,114.58,Stable,OEKO-TEX,79.73,81.35,70.85,63.74,73.26"
"BRAND-0208,Brand_208,UK,2017,B,Vegan Leather,No,409.95,4235223.46,67203.66,Yes,7,173.4,Declining,GOTS,79.71,14.83,44.81,75.76,70.08"
"BRAND-0209,Brand_209,Japan,2011,C,Organic Cotton,Yes,187.78,2447833.25,43866.04,Yes,9,435.14,Stable,GOTS,79.73,48.22,32.57,34.55,71.98"
"BRAND-0210,Brand_210,Brazil,2014,B,Organic Cotton,No,251.03,1079813.36,71367.21,Yes,3,359.91,Declining,,100.0,32.85,42.47,45.93,79.42"
"BRAND-0211,Brand_211,Italy,2022,B,Hemp,No,456.1,4076570.42,32729.28,No,20,214.68,Stable,Fair Trade,80.56,41.16,76.48,56.5,100.0"
"BRAND-0212,Brand_212,Italy,2014,B,Hemp,Yes,393.08,417763.86,49542.77,No,5,27.03,Growing,B Corp,89.03,56.86,70.57,42.56,33.7"
"BRAND-0213,Brand_213,Germany,2016,A,Vegan Leather,Yes,358.33,3127245.84,86674.08,Yes,15,210.17,Stable,OEKO-TEX,86.31,62.73,66.22,69.54,77.18"
"BRAND-0214,Brand_214,Japan,2023,B,Hemp,Yes,60.27,2970341.87,58607.16,No,19,177.86,Stable,GOTS,81.77,45.53,63.37,44.56,68.75"
"BRAND-0215,Brand_215,France,2020,B,Organic Cotton,Yes,258.78,1627210.8,43482.01,No,18,491.39,Stable,,67.27,5.91,100.0,80.97,64.99"
"BRAND-0216,Brand_216,Australia,2016,C,Organic Cotton,Yes,375.86,4936548.16,7389.3,No,20,224.76,Growing,,83.38,26.77,55.19,36.38,27.82"
"BRAND-0217,Brand_217,Italy,2018,A,Bamboo Fabric,No,401.5,182462.67,63446.83,No,20,329.57,Stable,GOTS,60.41,67.72,86.7,97.64,77.86"
"BRAND-0218,Brand_218,Japan,2012,B,Bamboo Fabric,Yes,457.72,4478474.6,29526.82,No,20,234.95,Declining,,68.45,0.0,70.03,95.59,65.88"
"BRAND-0219,Brand_219,UK,2023,B,Hemp,Yes,438.24,952076.9,91096.81,No,15,325.71,Declining,,64.72,74.12,68.9,53.1,53.81"
"BRAND-0220,Brand_220,China,2011,A,Tencel,Yes,228.76,335184.43,28035.06,Yes,4,456.61,Growing,,73.23,59.47,91.18,77.92,68.72"
"BRAND-0221,Brand_221,UK,2014,A,Vegan Leather,Yes,14.82,1929557.59,26774.93,Yes,14,369.6,Growing,,100.0,76.96,96.33,46.99,63.02"
"BRAND-0222,Brand_222,India,2022,C,Recycled Polyester,Yes,52.33,1991922.54,89818.41,Yes,4,75.8,Declining,Fair Trade,43.99,43.63,65.69,75.27,38.38"
"BRAND-0223,Brand_223,Japan,2015,B,Vegan Leather,Yes,170.42,2364473.29,29751.48,Yes,17,314.95,Declining,GOTS,82.29,2.65,84.39,51.48,69.5"
"BRAND-0224,Brand_224,USA,2020,B,Bamboo Fabric,No,316.91,1521750.57,60810.32,No,16,374.47,Stable,GOTS,47.81,57.47,76.55,29.29,77.86"
"BRAND-0225,Brand_225,Japan,2024,B,Recycled Polyester,No,440.72,1131876.86,19126.25,Yes,2,277.86,Stable,GOTS,64.92,76.04,70.13,0.0,58.66"
"BRAND-0226,Brand_226,Japan,2013,A,Vegan Leather,Yes,252.89,3592593.46,92908.39,Yes,20,374.22,Declining,Fair Trade,88.33,68.34,73.68,49.63,72.45"
"BRAND-0227,Brand_227,Italy,2011,B,Hemp,Yes,354.79,4097191.58,11195.55,Yes,14,400.47,Declining,GOTS,72.96,33.42,57.62,60.58,69.84"
"BRAND-0228,Brand_228,China,2016,B,Recycled Polyester,No,9.25,3018460.08,28390.56,Yes,6,34.85,Stable,B Corp,55.83,49.91,64.49,81.61,85.77"
"BRAND-0229,Brand_229,Brazil,2021,B,Bamboo Fabric,No,39.92,199893.69,43999.6,No,18,297.12,Stable,GOTS,61.27,36.28,59.55,55.73,66.24"
"BRAND-0230,Brand_230,France,2012,A,Recycled Polyester,Yes,215.87,3456943.82,58520.48,No,10,221.71,Stable,Fair Trade,82.19,29.98,86.22,75.06,81.62"
"BRAND-0231,Brand_231,China,2019,B,Hemp,No,22.95,3253387.11,74409.86,No,13,109.84,Growing,OEKO-TEX,61.04,69.02,68.29,45.92,62.67"
"BRAND-0232,Brand_232,UK,2012,B,Tencel,No,368.3,3282464.12,15895.44,Yes,14,224.68,Growing,Fair Trade,75.25,21.65,46.64,48.25,100.0"
"BRAND-0233,Brand_233,Japan,2021,B,Recycled Polyester,Yes,360.08,786734.6,23578.97,No,12,276.15,Growing,OEKO-TEX,72.68,28.34,56.98,76.08,60.57"
"BRAND-0234,Brand_234,China,2013,D,Vegan Leather,No,476.19,3180896.37,34466.59,No,17,326.22,Growing,GOTS,62.23,23.71,12.41,5.71,56.36"
"BRAND-0235,Brand_235,UK,2020,B,Organic Cotton,No,244.42,3957474.39,20465.35,Yes,6,121.71,Stable,GOTS,100.0,15.21,61.1,55.26,66.29"
"BRAND-0236,Brand_236,UK,2021,B,Bamboo Fabric,No,473.36,1782635.86,8835.13,Yes,19,249.69,Growing,B Corp,81.51,51.22,70.68,47.0,55.62"
"BRAND-0237,Brand_237,Brazil,2017,B,Recycled Polyester,Yes,361.5,2582180.84,60117.7,No,1,368.89,Stable,B Corp,41.62,73.55,67.55,82.21,46.77"
"BRAND-0238,Brand_238,Germany,2014,A,Bamboo Fabric,Yes,248.57,1871302.45,9327.98,No,19,324.43,Growing,OEKO-TEX,74.8,43.93,100.0,44.44,80.37"
"BRAND-0239,Brand_239,Germany,2023,C,Bamboo Fabric,Yes,456.18,2298106.26,27290.31,Yes,20,124.96,Stable,B Corp,62.07,14.87,80.35,65.33,15.93"
"BRAND-0240,Brand_240,India,2023,A,Bamboo Fabric,Yes,378.81,4844735.17,68574.16,Yes,5,138.43,Growing,OEKO-TEX,84.79,66.48,79.55,73.43,55.8"
"BRAND-0241,Brand_241,France,2014,C,Recycled Polyester,Yes,127.31,2346590.57,14484.61,Yes,5,419.27,Stable,,60.11,85.09,40.42,25.15,45.19"
"BRAND-0242,Brand_242,China,2021,B,Recycled Polyester,No,231.13,3424325.21,70666.53,No,14,82.87,Declining,Fair Trade,70.28,33.78,63.44,52.21,70.42"
"BRAND-0243,Brand_243,Brazil,2020,B,Recycled Polyester,Yes,146.41,1818130.74,13252.63,Yes,20,232.58,Growing,,79.57,37.47,61.24,46.37,30.79"
"BRAND-0244,Brand_244,Italy,2019,A,Organic Cotton,No,30.14,3625310.39,87699.99,Yes,18,442.66,Declining,B Corp,84.99,59.34,55.85,73.93,77.31"
"BRAND-0245,Brand_245,India,2019,B,Vegan Leather,Yes,456.43,3350370.87,87749.43,No,17,115.59,Declining,,54.0,83.68,55.6,68.5,79.15"
"BRAND-0246,Brand_246,Italy,2012,C,Hemp,Yes,424.64,2608089.35,50577.02,Yes,14,23.7,Growing,GOTS,66.98,36.56,37.45,50.34,40.25"
"BRAND-0247,Brand_247,UK,2010,C,Recycled Polyester,No,358.62,2880415.06,62712.33,Yes,13,362.82,Declining,OEKO-TEX,64.88,18.69,47.03,34.05,71.24"
"BRAND-0248,Brand_248,Japan,2019,A,Vegan Leather,No,212.98,3320356.38,6752.44,Yes,8,60.49,Declining,GOTS,62.2,61.89,85.73,75.76,76.77"
"BRAND-0249,Brand_249,France,2014,A,Bamboo Fabric,Yes,405.24,3048329.01,76273.29,No,5,361.03,Stable,Fair Trade,98.48,65.58,67.43,53.65,83.99"
"BRAND-0250,Brand_250,Japan,2019,B,Tencel,No,449.32,2493806.58,65392.33,No,5,425.74,Declining,,78.07,48.13,60.88,22.63,43.03"
"BRAND-0251,Brand_251,China,2020,C,Vegan Leather,No,429.1,3040963.86,97688.11,No,18,365.97,Stable,OEKO-TEX,53.09,35.72,69.9,24.35,40.64"
"BRAND-0252,Brand_252,USA,2018,A,Organic Cotton,No,405.73,1261626.18,7281.79,No,15,176.06,Growing,OEKO-TEX,85.77,69.88,91.01,63.75,93.55"
"BRAND-0253,Brand_253,India,2015,B,Recycled Polyester,No,355.93,2260968.58,13386.89,No,4,478.96,Stable,,100.0,59.62,70.08,29.48,54.03"
"BRAND-0254,Brand_254,India,2015,A,Bamboo Fabric,Yes,241.81,2263789.87,53968.69,Yes,1,488.24,Declining,B Corp,87.49,31.09,79.73,92.19,59.03"
"BRAND-0255,Brand_255,Japan,2016,C,Tencel,Yes,484.16,773875.94,82610.89,Yes,20,230.86,Declining,,49.21,49.08,54.76,36.26,78.76"
"BRAND-0256,Brand_256,China,2024,C,Tencel,No,268.02,1902924.59,14200.93,No,6,436.35,Stable,Fair Trade,64.74,18.26,58.86,54.99,48.12"
"BRAND-0257,Brand_257,Australia,2011,A,Bamboo Fabric,No,489.8,2188946.02,24376.21,Yes,16,189.87,Stable,B Corp,91.0,63.09,76.37,58.18,63.48"
"BRAND-0258,Brand_258,China,2019,B,Organic Cotton,Yes,342.09,2545356.06,16136.8,No,4,498.34,Growing,Fair Trade,61.38,42.23,100.0,40.41,83.16"
"BRAND-0259,Brand_259,Brazil,2023,B,Hemp,No,188.71,2388298.54,40810.24,Yes,7,206.87,Declining,OEKO-TEX,78.66,38.41,95.74,10.2,43.84"
"BRAND-0260,Brand_260,France,2010,B,Tencel,No,235.52,2357676.46,37785.6,No,15,204.77,Growing,B Corp,83.62,47.28,80.49,58.82,59.5"
"BRAND-0261,Brand_261,Australia,2014,B,Tencel,Yes,21.21,3735763.17,40921.6,No,17,328.84,Growing,B Corp,58.1,48.89,72.73,39.94,48.85"
"BRAND-0262,Brand_262,Brazil,2015,A,Organic Cotton,No,192.97,3234231.18,98319.02,Yes,18,269.46,Stable,,71.11,67.69,95.22,57.33,54.84"
"BRAND-0263,Brand_263,India,2024,B,Hemp,No,363.68,2146454.79,90222.52,No,12,192.22,Declining,,23.38,61.0,84.3,52.55,88.16"
"BRAND-0264,Brand_264,China,2015,C,Recycled Polyester,No,314.68,279217.99,97637.91,No,8,361.96,Growing,GOTS,56.63,44.56,28.71,60.27,91.89"
"BRAND-0265,Brand_265,India,2010,B,Hemp,Yes,370.35,174958.64,32439.23,No,2,334.97,Stable,GOTS,68.21,64.8,51.03,86.24,72.38"
"BRAND-0266,Brand_266,Brazil,2023,B,Tencel,Yes,208.21,4005063.96,96628.24,Yes,13,348.49,Growing,,53.28,56.82,76.09,44.08,77.05"
"BRAND-0267,Brand_267,Brazil,2021,B,Bamboo Fabric,No,428.15,4278770.23,41612.19,Yes,4,147.63,Stable,GOTS,96.49,38.61,37.83,45.62,76.58"
"BRAND-0268,Brand_268,France,2013,C,Bamboo Fabric,No,48.32,1326816.39,5354.88,Yes,11,359.61,Stable,,50.55,45.26,53.84,21.68,56.57"
"BRAND-0269,Brand_269,UK,2011,B,Organic Cotton,No,391.59,381064.38,59819.43,No,8,331.47,Declining,OEKO-TEX,65.4,44.74,57.4,51.1,72.05"
"BRAND-0270,Brand_270,Brazil,2023,B,Hemp,Yes,105.99,2376533.15,42301.34,Yes,8,111.73,Stable,GOTS,73.96,59.12,65.39,63.2,45.98"
"BRAND-0271,Brand_271,Germany,2012,B,Recycled Polyester,Yes,341.15,3977970.71,19036.08,No,17,175.17,Declining,B Corp,93.62,39.93,64.83,45.33,51.7"
"BRAND-0272,Brand_272,Brazil,2014,B,Organic Cotton,No,66.27,3300495.72,69217.75,Yes,15,263.2,Growing,,50.46,39.41,64.8,63.33,66.52"
"BRAND-0273,Brand_273,Brazil,2019,A,Bamboo Fabric,No,378.96,3538383.43,46348.86,Yes,3,320.27,Declining,GOTS,89.45,91.31,84.86,51.45,49.96"
"BRAND-0274,Brand_274,China,2013,B,Bamboo Fabric,No,416.73,3947337.39,88881.07,No,10,107.84,Growing,OEKO-TEX,72.15,68.67,65.23,28.95,46.36"
"BRAND-0275,Brand_275,USA,2022,C,Bamboo Fabric,No,274.48,4611213.12,50524.49,No,19,329.7,Stable,OEKO-TEX,57.28,31.27,63.08,61.24,55.9"
"BRAND-0276,Brand_276,Germany,2012,B,Hemp,Yes,249.48,1669637.51,61559.0,Yes,17,191.45,Stable,GOTS,78.93,60.56,45.71,50.88,87.49"
"BRAND-0277,Brand_277,Australia,2012,A,Organic Cotton,No,307.03,1977925.04,93930.71,Yes,6,111.94,Growing,OEKO-TEX,74.99,50.6,88.44,57.46,94.47"
"BRAND-0278,Brand_278,China,2010,B,Vegan Leather,Yes,146.9,2888736.49,25305.94,No,11,497.71,Growing,OEKO-TEX,63.0,56.61,57.91,43.66,67.45"
"BRAND-0279,Brand_279,Brazil,2018,B,Tencel,No,84.22,4834356.76,82780.35,Yes,13,377.83,Declining,OEKO-TEX,73.05,51.02,50.43,41.89,77.9"
"BRAND-0280,Brand_280,UK,2023,B,Hemp,No,292.56,2826311.89,25654.3,No,15,42.36,Growing,OEKO-TEX,66.22,74.17,73.84,58.15,58.42"
"BRAND-0281,Brand_281,France,2015,B,Recycled Polyester,No,288.15,1341652.16,73498.48,Yes,12,39.9,Growing,Fair Trade,73.7,55.6,56.2,50.39,32.88"
"BRAND-0282,Brand_282,Brazil,2015,B,Bamboo Fabric,Yes,158.6,4626059.81,73967.7,No,9,248.23,Stable,B Corp,81.93,46.63,60.53,89.49,52.81"
"BRAND-0283,Brand_283,Italy,2010,A,Recycled Polyester,No,111.47,4113496.87,90494.24,No,14,320.05,Declining,GOTS,95.79,70.93,74.65,70.97,62.76"
"BRAND-0284,Brand_284,Italy,2013,B,Bamboo Fabric,Yes,227.96,3890391.92,33710.74,Yes,12,105.59,Stable,GOTS,53.43,53.13,64.12,65.9,70.4"
"BRAND-0285,Brand_285,Italy,2015,A,Hemp,Yes,421.99,295419.6,81480.02,No,3,151.77,Growing,Fair Trade,100.0,50.67,100.0,51.45,66.28"
"BRAND-0286,Brand_286,Italy,2017,C,Hemp,No,460.59,1087178.59,16766.49,No,9,290.56,Growing,OEKO-TEX,42.72,54.91,68.65,14.48,63.21"
"BRAND-0287,Brand_287,France,2016,B,Recycled Polyester,No,64.95,179431.01,44900.82,Yes,2,107.51,Stable,B Corp,69.72,45.94,81.12,38.85,58.23"
"BRAND-0288,Brand_288,Brazil,2010,B,Bamboo Fabric,No,451.3,203329.13,26472.94,Yes,5,111.47,Declining,B Corp,80.82,48.2,35.05,42.05,73.85"
"BRAND-0289,Brand_289,UK,2017,B,Bamboo Fabric,No,168.92,4773679.87,84045.29,Yes,6,28.0,Stable,,76.21,35.09,54.51,49.5,44.81"
"BRAND-0290,Brand_290,India,2021,C,Bamboo Fabric,Yes,101.57,1115145.63,48201.13,No,9,380.81,Declining,OEKO-TEX,62.66,31.47,50.44,54.33,81.64"
"BRAND-0291,Brand_291,Germany,2020,B,Recycled Polyester,Yes,317.71,1842437.73,66520.48,Yes,7,304.8,Stable,Fair Trade,68.88,26.03,52.82,68.12,58.03"
"BRAND-0292,Brand_292,Brazil,2021,B,Recycled Polyester,Yes,82.69,4421283.9,47982.06,No,11,73.63,Declining,Fair Trade,64.6,17.38,77.48,60.46,100.0"
"BRAND-0293,Brand_293,USA,2021,B,Recycled Polyester,Yes,92.62,3965263.66,65421.2,No,11,344.36,Stable,B Corp,63.16,28.65,88.64,78.18,62.64"
"BRAND-0294,Brand_294,France,2022,B,Vegan Leather,No,18.94,838928.41,36003.89,Yes,14,418.22,Declining,OEKO-TEX,84.74,44.17,76.2,48.76,59.84"
"BRAND-0295,Brand_295,Brazil,2023,B,Hemp,No,246.43,3263741.45,6177.09,No,2,392.72,Growing,Fair Trade,77.36,50.27,65.92,60.14,58.43"
"BRAND-0296,Brand_296,Australia,2023,B,Bamboo Fabric,Yes,109.86,4313210.42,33106.79,Yes,9,325.55,Stable,B Corp,61.61,42.03,58.64,61.88,60.01"
"BRAND-0297,Brand_297,Germany,2010,B,Organic Cotton,No,42.31,2800644.56,8375.29,No,2,68.78,Declining,,85.49,0.0,90.04,59.91,78.32"
"BRAND-0298,Brand_298,Brazil,2012,A,Recycled Polyester,No,336.43,2052288.57,37532.19,No,17,484.53,Declining,,76.61,82.64,100.0,80.64,67.28"
"BRAND-0299,Brand_299,Germany,2016,A,Vegan Leather,No,221.83,220448.6,17979.79,No,11,321.47,Declining,,84.19,71.9,72.43,71.08,84.78"
"BRAND-0300,Brand_300,France,2011,B,Bamboo Fabric,Yes,186.18,4555852.04,45798.65,No,4,452.53,Declining,B Corp,81.44,57.81,86.91,28.61,75.9"
"BRAND-0301,Brand_301,France,2021,B,Bamboo Fabric,No,468.72,1856635.79,97962.21,No,12,300.27,Growing,GOTS,59.57,89.96,76.18,52.71,68.54"
"BRAND-0302,Brand_302,Japan,2018,B,Tencel,No,153.28,1610499.22,48552.21,No,3,279.08,Growing,GOTS,63.6,26.5,83.6,54.72,74.34"
"BRAND-0303,Brand_303,Italy,2015,A,Organic Cotton,Yes,175.69,1854383.31,55037.31,Yes,8,55.24,Stable,OEKO-TEX,83.21,89.53,49.04,98.03,88.34"
"BRAND-0304,Brand_304,UK,2024,B,Hemp,No,182.74,476772.03,81231.84,No,19,229.19,Declining,B Corp,81.16,26.77,61.21,48.4,79.16"
"BRAND-0305,Brand_305,UK,2010,B,Bamboo Fabric,No,218.29,1224197.33,1756.57,Yes,2,329.8,Declining,B Corp,71.69,53.25,77.12,35.35,72.77"
"BRAND-0306,Brand_306,USA,2016,B,Vegan Leather,Yes,242.69,2546119.76,45770.2,Yes,6,444.94,Stable,Fair Trade,73.76,19.98,91.82,63.77,75.19"
"BRAND-0307,Brand_307,India,2017,B,Hemp,Yes,93.85,1154039.08,34386.65,No,1,304.82,Stable,GOTS,91.16,48.32,55.27,64.94,48.4"
"BRAND-0308,Brand_308,India,2011,B,Tencel,Yes,232.78,2719635.79,13820.9,Yes,16,176.45,Growing,GOTS,63.13,56.5,33.4,53.52,100.0"
"BRAND-0309,Brand_309,Australia,2021,B,Vegan Leather,No,299.79,1583652.84,7923.49,Yes,16,23.94,Growing,GOTS,80.21,44.6,61.03,50.59,76.98"
"BRAND-0310,Brand_310,France,2022,A,Hemp,Yes,155.25,3514888.93,41578.57,No,16,276.15,Stable,B Corp,68.97,63.71,88.18,73.98,78.67"
"BRAND-0311,Brand_311,Japan,2015,C,Recycled Polyester,No,110.91,1416583.03,88478.0,No,12,420.33,Stable,OEKO-TEX,68.73,50.18,41.49,37.93,67.51"
